subject,summary,press,wdate,link
AI 신약개발 플랫폼 기업 온코크로스 기업공개...적응증 확장 강조,자체 인공지능(AI) 플랫폼을 활용한 ‘약물 적응증 확장’을 전문으로 하는 기업 온코크로스가 오는 18일 상장을 예정했다. 기존 AI .. 파이낸셜뉴스 | 2024-12-03 15:35:49,파이낸셜뉴스,2024-12-03 15:35:49,https://n.news.naver.com/mnews/article/014/0005276472
한화리츠 “유상증자 향후 제한적..회사채 조달로 우량자산 선매입”,"한화리츠가 앞으로 유상증자를 제한적으로 쓰고, 회사채 발행을 통한 자금 조달로 우량 자산을 선매입하는 전략을 취하겠다고 발표했다. 이 .. 파이낸셜뉴스 | 2024-12-03 15:32:58",파이낸셜뉴스,2024-12-03 15:32:58,https://n.news.naver.com/mnews/article/014/0005276470
"""시장 불확실성 예년보다 높지 않아...하이일드 두려워할 필요 없어""",불확실성에 대한 시장의 우려가 과하다고 생각합니다. 과거 통계에 따르면 현재금리수준에서 하이일드채권은 향후 5년간 35%가량 수익률을 .. 머니투데이 | 2024-12-03 15:31:09,머니투데이,2024-12-03 15:31:09,https://n.news.naver.com/mnews/article/008/0005122652
얼라인 “두산밥캣 주당가치 13만원 공개매각해야…7.3만원에 분할합병 안돼” [시그널],"행동주의 펀드 얼라인파트너스자산운용이 두산밥캣(241560)의 공개경쟁입찰을 요구했다. 두산밥캣의 주당 가치는 13만 원에 달하는데, .. 서울경제 | 2024-12-03 15:21:12",서울경제,2024-12-03 15:21:12,https://n.news.naver.com/mnews/article/011/0004422521
"로베코 ""亞증시 저평가…중국·인도·아세안 주목해야""","아시아 증시는 역사적인 저평가 수준에 머무르고 있습니다. 중국·인도·아세안(동남아국가연합) 시장에서 투자 기회가 있습니다."" 조슈아 크.. 한국경제 | 2024-12-03 15:17:13",한국경제,2024-12-03 15:17:13,https://n.news.naver.com/mnews/article/015/0005064744
"법원, KH그룹의 대양금속 유상증자 제동 [시그널]",법원이 KH그룹의 대양금속(009190) 신주발행 유상증자에 제동을 걸었다. 대양금속은 대전지방법원 홍성지원 민사부가 대양홀딩스컴퍼니가.. 서울경제 | 2024-12-03 15:10:14,서울경제,2024-12-03 15:10:14,https://n.news.naver.com/mnews/article/011/0004422515
"윤병운號 NH투자증권, 'IB 명가' 이어 '리테일' 강화…슈퍼리치 정조준",올해 3월 취임한 윤병운 NH투자증권 대표이사가 첫 연말 임원인사를 단행하고 초고액자산가 시장 공략에 본격적으로 나섰다. 'IB 출신'.. 뉴스1 | 2024-12-03 15:09:51,뉴스1,2024-12-03 15:09:51,https://n.news.naver.com/mnews/article/421/0007942796
"투자자들 우려에 진화 나선 한화리츠…""유상증자 최소화""","향후 유상증자 규모를 최소화하고 배당 삭감도 없을 것입니다"" 채온 한화자산운용 리츠투자본부장은 3일 한국리츠협회에서 개최한 '한화리츠 .. 한국경제 | 2024-12-03 14:56:13",한국경제,2024-12-03 14:56:13,https://n.news.naver.com/mnews/article/015/0005064742
"이수페타시스, 제이오 인수 포기說에 “미확정”… 주가는 20%대 급등",이수페타시스가 탄소나노튜브(CNT) 제조회사 제이오 인수를 포기할 것이란 보도에 ‘부인’이 아닌 ‘미확정’이라고만 3일 공시했다. 금융.. 조선비즈 | 2024-12-03 14:54:16,조선비즈,2024-12-03 14:54:16,https://n.news.naver.com/mnews/article/366/0001036810
"벡트, 공모가 상단 3900원 확정…경쟁률 964대 1",디지털 사이니지 원스톱 토탈 비주얼 솔루션 기업 벡트가 공모가를 희망밴드(3500~3900원) 상단인 3900원으로 확정했다. 3일 투.. 데일리안 | 2024-12-03 14:49:11,데일리안,2024-12-03 14:49:11,https://n.news.naver.com/mnews/article/119/0002899645
"한화투자증권, STO 법제화 기대감에 9%↑… ""블록체인 시장 선점""",토큰증권(STO) 법제화 논의가 정치권에서 급물살을 타는 가운데 한화투자증권이 수혜주로 부각된다. 그룹사 차원에서 STO에 적극적인 투.. 머니S | 2024-12-03 14:49:01,머니S,2024-12-03 14:49:01,https://n.news.naver.com/mnews/article/417/0001042403
내년 '공매도 재개'… 증권사 PBS 사업 활황 맞을까,내년 4월 공매도 재개를 앞두고 증권사 PBS 사업에도 관심이 집중되고 있다. 공매도 제한 조치로 1년 넘게 중단됐던 대차거래 서비스가.. 머니S | 2024-12-03 14:43:53,머니S,2024-12-03 14:43:53,https://n.news.naver.com/mnews/article/417/0001042402
‘370조’ 굴리는 AB자산운용은 어떤 채권에 주목하고 있나,전 세계적으로 채권 자산만 370조원 규모로 굴리는 자산운용사가 하이일드(투기등급 회사채)에 투자 기회가 있다고 봤다. 밸류에이션이 높.. 파이낸셜뉴스 | 2024-12-03 14:42:34,파이낸셜뉴스,2024-12-03 14:42:34,https://n.news.naver.com/mnews/article/014/0005276429
"윤창현 코스콤 사장 ""ATS·야간파생 대비…24시간 무장애 목표""","윤창현 코스콤 사장이 내년 대체거래소(ATS), 야간파생상품시장 운영에 문제가 생기지 않도록 완벽하게 대비하겠다고 밝혔다. 복수거래소 .. 비즈워치 | 2024-12-03 14:42:17",비즈워치,2024-12-03 14:42:17,https://n.news.naver.com/mnews/article/648/0000031228
지수 수익률과 환차익 동시 추구..S&P00 엔화노출 월배당 ETF 상장,신한자산운용이 미국 대표 지수인 스탠더드앤드푸어스(S&P)500과 일본 엔화에 함께 투자할 수 있는 상장지수펀드(ETF) ‘SOL 미국.. 서울경제 | 2024-12-03 14:38:18,서울경제,2024-12-03 14:38:18,https://n.news.naver.com/mnews/article/011/0004422499
"얼라인 ""13만원 두산밥캣, 7만원에 염가처분""[fn마켓워치]","얼라인파트너스자산운용은 올해 3분기 기준으로 두산밥캣의 순차입금과 비영업자산을 고려한 후, 최근 12개월의 상각 전 영업이익(EBITD.. 파이낸셜뉴스 | 2024-12-03 14:32:17",파이낸셜뉴스,2024-12-03 14:32:17,https://n.news.naver.com/mnews/article/014/0005276413
"""중국만 빼고""…한국·일본·대만 반도체주 일제히 상승","미국이 새로운 대중 반도체 수출 규제를 내놓으면서, 중국을 제외한 주요 아시아 시장에서 반도체주 주가가 일제히 상승하고 있다. 불확실성.. 이데일리 | 2024-12-03 14:32:14",이데일리,2024-12-03 14:32:14,https://n.news.naver.com/mnews/article/018/0005897846
HBM 대중 수출 통제에도 삼성전자 강세…SK하이닉스도 2% 가까이 오르는 중,SK하이닉스 지분 20% 가진 SK스퀘어도 상승 미국 정부가 고대역폭메모리(HBM) 대(對)중국 수출을 막았으나 피해가 예상되는 삼성전.. 매일경제 | 2024-12-03 14:25:16,매일경제,2024-12-03 14:25:16,https://n.news.naver.com/mnews/article/009/0005406990
"몸집 불린 한화리츠, 수익성 개선 속도낸다…""FTSE 지수 편입 목표""",대규모 유상증자를 통해 한화그룹 본사 사옥을 신규 자산에 편입한 한화리츠가 새로운 도약에 나선다. 다음 목표로 글로벌 리츠 지수 편입과.. 이데일리 | 2024-12-03 14:21:10,이데일리,2024-12-03 14:21:10,https://n.news.naver.com/mnews/article/018/0005897835
"얼라인 “13만원 가치 두산밥캣, 7만원에 염가처분…공개경쟁입찰 촉구”",얼라인파트너스자산운용(얼라인자산운용)이 두산에너빌리티 이사회에 두산밥캣 지분을 염가에 두산로보틱스로 넘기고 있다며 분할합병안을 철회하고.. 이데일리 | 2024-12-03 14:20:10,이데일리,2024-12-03 14:20:10,https://n.news.naver.com/mnews/article/018/0005897834
"유증으로 재무건정성 회복…현대차證 “연내 구체적인 밸류업 계획 발표""",현대차증권(001500)이 지난달 단행한 2000억 원 유상증자를 바탕으로 재무 건전성 지표를 개선하고 연내 밸류업(주주가치 제고) 계.. 서울경제 | 2024-12-03 14:15:13,서울경제,2024-12-03 14:15:13,https://n.news.naver.com/mnews/article/011/0004422487
"간밤 터진 악재에 '초긴장' 했는데…""오만전자, 잘 버티네"" [종목+]",미국 정부가 중국에 고대역폭메모리(HBM) 수출을 통제하기로 한 가운데에서도 삼성전자와 SK하이닉스 주가가 꿋꿋하게 버티고 있다. 3일.. 한국경제 | 2024-12-03 14:08:12,한국경제,2024-12-03 14:08:12,https://n.news.naver.com/mnews/article/015/0005064718
"벡트, 희망밴드 최상단 3900원에 공모가 확정...경쟁률 964대1",코스닥 상장을 추진 중인 벡트가 공모가를 상단인 3900원으로 확정했다고 3일 공시했다. 디지털 사이니지 원스톱 토탈 비주얼 솔루션 기.. 파이낸셜뉴스 | 2024-12-03 14:04:13,파이낸셜뉴스,2024-12-03 14:04:13,https://n.news.naver.com/mnews/article/014/0005276371
"""미국 밸류에이션 부담…내년엔 아시아 국가에 기회있다""",단일 국가만 바라보면 투자 기회를 놓칠 수 있습니다. 아시아 지역에서도 금리인하가 예고돼있고 다양한 경기부양책도 도입될 것이라는 점을 .. 머니투데이 | 2024-12-03 14:01:37,머니투데이,2024-12-03 14:01:37,https://n.news.naver.com/mnews/article/008/0005122588
"""금리 내리는데""…리츠 '주가 부진' 3가지 이유",금리 인하 수혜 효과가 있을 것으로 예상되는 상장리츠 주가가 최근 부진한 이유에 대해 한화리츠는 하반기 상장리츠 시장 최대 규모의 유상.. 뉴시스 | 2024-12-03 13:55:25,뉴시스,2024-12-03 13:55:25,https://n.news.naver.com/mnews/article/003/0012938338
트럼프 대비한 기준금리 '깜짝 인하'와 전략적 환율 대응[마켓칼럼],※한경 마켓PRO 텔레그램을 구독하시면 프리미엄 투자 콘텐츠를 보다 편리하게 볼 수 있습니다. 텔레그램에서 ‘마켓PRO’를 검색하면 가.. 한국경제 | 2024-12-03 13:41:14,한국경제,2024-12-03 13:41:14,https://n.news.naver.com/mnews/article/015/0005064708
"로베코운용 “美 증시, 유럽·아시아 대비 비싸…韓 밸류업 긍정적”",최근 도널드 트럼프 2기 행정부 시대 개막과 경기침체 우려 등으로 글로벌 증시 방향성을 가늠하기 힘들어진 가운데 미국 증시에 비해 한국.. 데일리안 | 2024-12-03 13:39:10,데일리안,2024-12-03 13:39:10,https://n.news.naver.com/mnews/article/119/0002899613
"한화운용 “한화리츠, 유상증자 최소화…신용등급 개선할 것”",한화자산운용이 최근 대규모 유상증자를 실시하며 건전성 논란에 휘말린 한화위탁관리부동산투자회사(한화리츠)에 대한 개선 방안을 제시했다. .. 데일리안 | 2024-12-03 13:31:10,데일리안,2024-12-03 13:31:10,https://n.news.naver.com/mnews/article/119/0002899609
"금호에이치티, 면역항암제 임상1상 순항…“글로벌 고형암 치료제 시장 공략”",금호에이치티는 자체 개발 중인 면역항암제 ‘DNP-002’의 임상1상이 순조롭게 진행 중이라고 3일 밝혔다. DNP-002는 지난 20.. 아시아경제 | 2024-12-03 13:27:06,아시아경제,2024-12-03 13:27:06,https://n.news.naver.com/mnews/article/277/0005510217
"로베코운용 ""포트폴리오 내 美 주식 확대…印, 단기 조정은 기회""",최근 고점 대비 주가가 많이 빠지며 조정을 겪고 있는 인도 증시를 주목해야 한다는 제언이 나왔다. 올해 가파르게 오르고 있는 미국 주식.. 서울경제 | 2024-12-03 13:23:10,서울경제,2024-12-03 13:23:10,https://n.news.naver.com/mnews/article/011/0004422454
로베코운용 “저평가된 아시아 증시···밸류에이션 고점 벗어나는 인도 주목해야”[투자360],"로베코자산운용 2025 글로벌 주식시장 전망 간담회 “아시아 주식, 미국 주식에 비해 크게 할인된 수준에 거래” “미국 주식, 고평가 .. 헤럴드경제 | 2024-12-03 13:11:09",헤럴드경제,2024-12-03 13:11:09,https://n.news.naver.com/mnews/article/016/0002396428
"한화자산 ""한화리츠, FTSE 지수 편입·신용등급 개선할 것""","3일 세미나 열고 유상증자 정당성 밝혀 채온 리츠투자본부장 ""주가 회복 위해 최선 다할 것"" 한화위탁관리부동산투자회사(한화리츠)가 유상.. 더팩트 | 2024-12-03 13:10:18",더팩트,2024-12-03 13:10:18,https://n.news.naver.com/mnews/article/629/0000343820
"MBK ""2년 전 고려아연 투자요청과 공개매수 관련 없어""","내부 조직 구조상 불가능"" MBK파트너스(MBK)가 고려아연이 2년 전 투자 유치 목적으로 제공한 내부 자료를 MBK가 이번 경영권 분.. 더팩트 | 2024-12-03 12:33:09",더팩트,2024-12-03 12:33:09,https://n.news.naver.com/mnews/article/629/0000343815
"'취임 100일' 윤창현 코스콤 사장 ""대체거래소 대비 총력""",윤창현 코스콤 대표이사가 3일 대체거래소(ATS) 출범과 파생상품 야간시장 개장에 대비한 시스템을 성공적으로 구축해 디지털 금융의 '새.. 비즈워치 | 2024-12-03 12:32:12,비즈워치,2024-12-03 12:32:12,https://n.news.naver.com/mnews/article/648/0000031225
윤창현 코스콤 사장 “대체거래소 솔루션 차질 없이 준비”(종합),“자본 시스템이 제대로 운영되도록 지원하는 기존 사업을 잘 유지하고 새로운 먹을거리를 만들어 투 트랙 관점에서 미래를 준비하겠습니다. .. 이데일리 | 2024-12-03 12:17:07,이데일리,2024-12-03 12:17:07,https://n.news.naver.com/mnews/article/018/0005897763
당국 경계감+외국인 증시 유입…환율 1406원에서 상단 제한[외환분석],원·달러 환율이 장중 1406원에서 상단이 제한되고 있다. 글로벌 달러화가 다시 강세를 나타내면서 환율을 1400원 중반대로 밀어올렸지.. 이데일리 | 2024-12-03 12:11:09,이데일리,2024-12-03 12:11:09,https://n.news.naver.com/mnews/article/018/0005897762
"""배당은 포기 못 해""…외국인, 대거 '매집'",코스피가 상승폭을 확대하고 있다. 외국인이 매수세를 확대하면서 지수가 추가 상승을 시도중이다. 3일 오전 11시56분 현재 코스피지수는.. 한국경제TV | 2024-12-03 11:58:35,한국경제TV,2024-12-03 11:58:35,https://n.news.naver.com/mnews/article/215/0001190146
"'경기 찬바람'? 은행·보험주 사들이는 투자자들, 왜",찬바람이 불면서 은행·보험·증권종목을 사들이는 투자자가 늘었다. 한국은행이 기준금리를 낮춘 여건에서 배당 매력이 부각된 결과로 풀이된다.. 머니투데이 | 2024-12-03 11:57:56,머니투데이,2024-12-03 11:57:56,https://n.news.naver.com/mnews/article/008/0005122544
"“23년 만에 모델인데 딱이야”...유인나, 증권사 얼굴 된 사연",긍정적이고 밝은 이미지로 사랑받고 있는 배우 유인나(42)가 메리츠증권의 전속 모델로 발탁됐다. 특히 23년간 전속모델을 기용하지 않았.. 매일경제 | 2024-12-03 11:57:07,매일경제,2024-12-03 11:57:07,https://n.news.naver.com/mnews/article/009/0005406941
"'유증 제동' 이수페타시스, 고수익 투자자 순매수 1위[주식 초고수는 지금]",미래에셋증권에서 거래하는 고수익 투자자들이 3일 오전 가장 많이 순매수한 종목은 이수페타시스(007660)다. 금융감독원은 전날 공시를.. 서울경제 | 2024-12-03 11:55:09,서울경제,2024-12-03 11:55:09,https://n.news.naver.com/mnews/article/011/0004422437
일본 기준금리 오르자 한국 떠난 ‘와타나베 부인’ … 석달간 2.2조 이탈,■ 국내증시 ‘일본발 리스크’ 일본 투자자 한국 주식 보유 규모 금리인상된 7월 이후 하락 전환 10월 기준 14.1조원… 석달새 13.. 문화일보 | 2024-12-03 11:54:58,문화일보,2024-12-03 11:54:58,https://n.news.naver.com/mnews/article/021/0002675635
“美 연준이 금리 인하하면 채권 수익?… 단순 접근 말아야”,"거숀 디슨펠드 AB운용 인컴 전략 부문 이사 간담회 “美 주식 가치 너무 높아… 하이일드 채권 매력 커져"" 거숀 디슨펠드 얼라이언스번스.. 조선비즈 | 2024-12-03 11:46:07",조선비즈,2024-12-03 11:46:07,https://n.news.naver.com/mnews/article/366/0001036770
"얼라인파트너스, 두산밥캣에 주주서한 ""합병안 철회하고 공개입찰로 매각해야""","얼라인파트너스자산운용은 지난달 25일 두산에너빌리티 이사회가 진행 중인 두산로보틱스와의 분할합병안을 철회하고, 두산밥캣 지배지분을 공개.. 아시아경제 | 2024-12-03 11:33:35",아시아경제,2024-12-03 11:33:35,https://n.news.naver.com/mnews/article/277/0005510133
"가뜩이나 반도체 위기라는데...'美, 中 때리기'에 삼성 '날벼락' [오한마]",시청자 여러분 안녕하십니까. 오전장 한방에 마무리하는 뉴스. 오한마 시간입니다. 미국 정부가 중국에 HBM 수출을 통제하기로 하자 그 .. 한국경제TV | 2024-12-03 11:29:23,한국경제TV,2024-12-03 11:29:23,https://n.news.naver.com/mnews/article/215/0001190136
꽁꽁 언 K-반도체 지수…하락률 26개월만에 최대,"11월 -16%, KRX 지수 최대 낙폭 트럼프 2기 불확실성에 투심 냉각 국내 주요 반도체 종목을 담은 ‘KRX 반도체지수’가 지난달.. 헤럴드경제 | 2024-12-03 11:29:08",헤럴드경제,2024-12-03 11:29:08,https://n.news.naver.com/mnews/article/016/0002396361
"롯데렌탈, PE 품 안길까",‘렌터카·중고차’ 속속 매물 등장 SK렌터카 안은 어피니티 의지 케이카 등 다수…관건은 ‘주가’ 국내 인수합병(M&A) 시장에 또 다시.. 헤럴드경제 | 2024-12-03 11:28:21,헤럴드경제,2024-12-03 11:28:21,https://n.news.naver.com/mnews/article/016/0002396360
K-배터리 개미 ‘피신처 1위’ 한화오션,트럼프 당선 직후 개인계좌 살펴보니 보조금 정책 리스크에 이동 수요 트럼프 韓조선업 언급 수혜주로 2차전지 정리 ‘조선株’ 갈아타기 도.. 헤럴드경제 | 2024-12-03 11:28:15,헤럴드경제,2024-12-03 11:28:15,https://n.news.naver.com/mnews/article/016/0002396359
"삼일PwC ""내년 한국 경제 성장률 1% 후반 예상…불확실성 최고조""","내년 한국 경제 성장률이 1% 후반 수준에 그칠 것이란 전망이 나왔다. 대외 환경이 악화하면서 수출 증가세는 약해지고, 이를 보완할 내.. 한국경제 | 2024-12-03 11:25:15",한국경제,2024-12-03 11:25:15,https://n.news.naver.com/mnews/article/015/0005064635
"코스피 장중 오름폭 키워 2,490대 탈환…코스닥 1.7% 강세",외인·기관 쌍끌이 매수…美규제 우려 덜면서 삼성전자 등 반도체주 상승 금융주·화장품주 강세…코스닥도 외인 매수세에 상승폭 확대 코스피가.. 연합뉴스 | 2024-12-03 11:22:44,연합뉴스,2024-12-03 11:22:44,https://n.news.naver.com/mnews/article/001/0015080947
주가 반토막 낸 CEO 나갔다… 고꾸라진 인텔의 미래는?,결국 인텔이 팻 겔싱어 CEO(최고경영자)와 결별했다. 인텔을 창사 이래 최대 위기로 몰아넣은 파운드리(반도체 위탁생산) 사업 재진출을.. 머니투데이 | 2024-12-03 11:17:31,머니투데이,2024-12-03 11:17:31,https://n.news.naver.com/mnews/article/008/0005122522
"""내년 증시 정체될것""…'월가 족집게'의 경고",다우 지수 4만 돌파 등 올해 증시 강세장을 정확히 예측하며 '월가 족집게'로 불리게 된 세계적인 투자 전략가 제레미 시겔 와튼 스쿨 .. 한국경제TV | 2024-12-03 11:16:33,한국경제TV,2024-12-03 11:16:33,https://n.news.naver.com/mnews/article/215/0001190133
"HLB ""항서제약, 난소암 이어 유방암 신약성공""…높은 효능 입증",HLB 리보세라닙의 중국내 판권을 보유한 항서제약이 리보세라닙에 대한 적응증을 빠르게 확대하고 있다. HLB의 간암이후 글로벌 임상 확.. 아시아경제 | 2024-12-03 11:11:57,아시아경제,2024-12-03 11:11:57,https://n.news.naver.com/mnews/article/277/0005510111
"메리츠증권 ‘파격’ 주식 수수료 무료, 서학개미 유치전 불 붙을까","메리츠증권, 업계 최초 혜택 선언 증권사 외화증권 수탁수수료 수입 크게 늘어 최근 메리츠증권이 국내·미국 주식 거래 수수료와 달러 환전.. 더팩트 | 2024-12-03 11:08:16",더팩트,2024-12-03 11:08:16,https://n.news.naver.com/mnews/article/629/0000343750
"슈퍼마이크로, 회계 조작 위험성 해소...주가 29% 급등",특별위원회 “사기나 위법 발견 못해” 상장 폐지 위험 해소하며 주가 상승 미국 인공지능(AI) 서버 전문업체인 슈퍼마이크로컴퓨터(슈퍼마.. 매일경제 | 2024-12-03 11:04:06,매일경제,2024-12-03 11:04:06,https://n.news.naver.com/mnews/article/009/0005406871
"HLB ""리보세라닙 병용요법, 중국서 유방암 치료제로 허가""",HLB 리보세라닙의 중국 내 판권을 보유한 항서제약이 리보세라닙에 대한 적응증을 빠르게 확대하고 있다. HLB의 간암 이후 글로벌 임상.. 파이낸셜뉴스 | 2024-12-03 11:03:15,파이낸셜뉴스,2024-12-03 11:03:15,https://n.news.naver.com/mnews/article/014/0005276290
"IPO 재도전 LG CNS, 상장 예심 통과…맥쿼리 5년만에 엑시트",LG CNS가 유가증권시장 상장을 위한 첫 관문을 넘었다. 2022년부터 상장을 위한 준비 작업에 나섰던 것을 감안하면 5년 만의 기업.. 아이뉴스24 | 2024-12-03 10:57:06,아이뉴스24,2024-12-03 10:57:06,https://n.news.naver.com/mnews/article/031/0000889903
"""너무 오른 美 주식, 채권 투자가 기회…하이일드·EM회사채 추천""",채권 투자에 기회가 있습니다. 밸류에이션이 워낙 높아진 미국 주식 투자에 비해서도 채권 투자는 매력적입니다. 특히 미국 하이일드 채권과.. 뉴스1 | 2024-12-03 10:55:31,뉴스1,2024-12-03 10:55:31,https://n.news.naver.com/mnews/article/421/0007941949
'트럼프+과세유예' 가상자산 호재…증권가에서 꼽은 수혜주는,도널드 트럼프가 미국 대선에서 당선된 이후 비트코인과 리플 등 가상자산 가격이 크게 오른 가운데 가상자산 관련 주식에도 주목할 필요가 .. 비즈워치 | 2024-12-03 10:51:08,비즈워치,2024-12-03 10:51:08,https://n.news.naver.com/mnews/article/648/0000031219
"하반기 질주한 테슬라...""내년에 20% 더 오른다""",지난 6개월 동안 100% 넘게 폭등한 테슬라가 내년에도 상승랠리를 이어갈 것이란 분석이 나오고 있다. 2일(현지시간) CNBC에 따르.. 한국경제TV | 2024-12-03 10:49:08,한국경제TV,2024-12-03 10:49:08,https://n.news.naver.com/mnews/article/215/0001190128
"월가 강세론자 ""비트코인 올해 10만달러 돌파할 것""",월가 대표 강세론자로 알려진 톰 리 펀드스트랫 공동창업자가 비트코인 강세론을 주장하고 나섰다. 2일(현지시간) CNBC에 따르면 톰 리.. 한국경제TV | 2024-12-03 10:48:32,한국경제TV,2024-12-03 10:48:32,https://n.news.naver.com/mnews/article/215/0001190127
"HBM도 중국 수출 규제…증권가 ""삼전·하이닉스 영향 미미""",미국이 인공지능(AI) 개발에 쓰이는 고대역폭메모리(HBM)의 중국 수출 규제를 강화한 가운데 삼성전자와 SK하이닉스가 생산하는 HBM.. 비즈워치 | 2024-12-03 10:46:12,비즈워치,2024-12-03 10:46:12,https://n.news.naver.com/mnews/article/648/0000031217
"TS트릴리온, 회계장부 열람 신청 인용...전 사주 ""회계 부정 의심""",'임영웅 샴푸'로 알려진 TS트릴리온 전 사주가 현 경영진의 회계부정이 의심된다며 제기한 회계장부 열람 신청을 법원이 인용했다. 회사는.. 머니투데이 | 2024-12-03 10:44:03,머니투데이,2024-12-03 10:44:03,https://n.news.naver.com/mnews/article/008/0005122486
"씨티케이, 70억 전환사채 발행…전환가 40% 할증",뷰티 플랫폼 기업 씨티케이는 70억원 규모 전환사채(CB) 발행에 성공했다고 3일 밝혔다. 회사 측에 따르면 씨티케이의 이번 CB 발행.. 뉴시스 | 2024-12-03 10:41:51,뉴시스,2024-12-03 10:41:51,https://n.news.naver.com/mnews/article/003/0012937681
한화리츠 “FTSE 지수 편입 목표… 앞으로 유상증자 최소화할 것”,"한화운용, 한화리츠 유상증자 완료 기자간담회 “실권주 인수 증권사와 한화그룹사 간 장외 매매 고려” 한화자산운용이 자산관리회사(AMC).. 조선비즈 | 2024-12-03 10:41:06",조선비즈,2024-12-03 10:41:06,https://n.news.naver.com/mnews/article/366/0001036741
"윤창현 ""자본시장 대 전환기, 토큰형 증권·스테이블 코인 새 먹거리""",윤창현 코스콤 사장이 대체거래소(ATS) 출범과 파생야간시장 등 자본시장 대전환기 속 디지털 혁신을 주도하는 기업으로 거듭나겠다는 비전.. 디지털타임스 | 2024-12-03 10:31:08,디지털타임스,2024-12-03 10:31:08,https://n.news.naver.com/mnews/article/029/0002919843
윤창현 “STO 생태계 확장·AI 전환 주도…韓 디지털 금융 새 지평 열 것” [투자360],코스콤 사장 취임 100일 기자간담회 ATS·파생야간시장 대비 ‘88-66 미션’ 완수 선언 윤창현 코스콤 사장. [코스콤] [헤럴드경.. 헤럴드경제 | 2024-12-03 10:31:07,헤럴드경제,2024-12-03 10:31:07,https://n.news.naver.com/mnews/article/016/0002396254
"‘리또속’은 없다?…K-개미, ‘코인 시총 3위’ 리플 급등 주도 [투자360]",美 대선 후 소송 리스크 해소 등 기대감…업비트 거래량이 전체 27% 리플랩스 CEO는 백악관 ‘가상화폐 전담 차르’로 거론 브래드 갈.. 헤럴드경제 | 2024-12-03 10:26:09,헤럴드경제,2024-12-03 10:26:09,https://n.news.naver.com/mnews/article/016/0002396247
"코스피, 외인·기관 ‘사자’에 장 초반 2480대 회복 [투자360]",美반도체주 강세·對중국 우려 선반영에 삼성전자·SK하이닉스 동반 상승세 연합 [헤럴드경제=유혜림 기자] 코스피가 3일 장 초반 외국인과.. 헤럴드경제 | 2024-12-03 10:18:11,헤럴드경제,2024-12-03 10:18:11,https://n.news.naver.com/mnews/article/016/0002396234
"성일하이텍, 500억 CB 리픽싱 최저한도 도달…발행 8개월 만",2차전지 리사이클링 업체 성일하이텍이 제3회차 전환사채(CB) 발행 8개월 만에 쓴 잔을 마시고 있다. 주가 하락과 맞물려 CB 전환가.. 뉴시스 | 2024-12-03 10:10:33,뉴시스,2024-12-03 10:10:33,https://n.news.naver.com/mnews/article/003/0012937539
"“코스닥 시총 1위의 독주”…알테오젠, 8%대 급등",코스닥 시가총액 1위 알테오젠이 일본 제약사 다이이치산쿄로부터 기술수출 계약금을 수령했다는 소식에 8%대 급등하고 있다. 3일 오전 1.. 매일경제 | 2024-12-03 10:08:11,매일경제,2024-12-03 10:08:11,https://n.news.naver.com/mnews/article/009/0005406814
대규모 증자 주주반발 직면한 '현대차증권'…연내에 밸류업 공시한다,시가총액 2400억원 대의 현대차증권이 시총에 버금가는 2000억원 규모의 '주주배정 후 실권주 일반공모 방식'의 유상증자를 결정하면서.. 비즈워치 | 2024-12-03 10:07:12,비즈워치,2024-12-03 10:07:12,https://n.news.naver.com/mnews/article/648/0000031213
"""카카오 '존버'할 걸"" 개미 떠나자 30% 쑥…'줍줍'한 기관 웃었다",지속된 하락으로 주주들의 시름을 키워온 카카오가 최근 상승세를 유지한다. 3일 오전 9시 51분 기준 코스피 시장에서 카카오는 전날보다.. 머니투데이 | 2024-12-03 10:02:25,머니투데이,2024-12-03 10:02:25,https://n.news.naver.com/mnews/article/008/0005122448
"Fed 월러 ""12월 금리인하 지지""…윌리엄스·보스틱은 '신중'",도널드 트럼프 미국 대통령 당선인이 첫 임기 당시 지명했던 크리스토퍼 월러 연방준비제도(Fed) 이사가 12월 기준금리 인하를 지지하는.. 아시아경제 | 2024-12-03 10:01:18,아시아경제,2024-12-03 10:01:18,https://n.news.naver.com/mnews/article/277/0005510001
"“정정신고서 내라”…이수페타시스, 유상증자 제동에 주가 8%대 급등",5500억원 규모의 유상증자 기습 발표로 논란에 휩싸인 이수페타시스에 대해 금융당국이 제동을 걸었다는 소식에 주가가 급등하고 있다. 3.. 매일경제 | 2024-12-03 10:01:17,매일경제,2024-12-03 10:01:17,https://n.news.naver.com/mnews/article/009/0005406812
트럼프 ‘전기차 세액공제 폐지’ 엄포에…K-배터리 개미들 피신처 살펴보니 [투자360],트럼프 당선 직후 개인 증권계좌 살펴보니 2차전지 정리한 투자자들 ‘조선株’ 갈아타기 트럼프 韓조선업 협력 언급에 최대 수혜주 부상 “.. 헤럴드경제 | 2024-12-03 10:01:11,헤럴드경제,2024-12-03 10:01:11,https://n.news.naver.com/mnews/article/016/0002396201
