subject,summary,press,wdate,link
"얼라인 ""해외 기관투자자, 줄줄이 두산에너빌리티 분할합병 반대""",캐나다 공적 연금과 미국 최대 연기금인 캘리포니아 공무원 연금 등 해외 주요 기관 투자자들이 두산에너빌리의 분할합병에 반대하고 나섰다... 이데일리 | 2024-12-04 14:07:10,이데일리,2024-12-04 14:07:10,https://n.news.naver.com/mnews/article/018/0005898871
"“미친듯이 팔아치운다”…외국인, 코스피서 5100억원 넘게 순매도",지난 3일 밤 10시 28분 윤석열 대통령의 비상계엄 이후 외국인들이 국내 증시에서 속속 짐을 싸고 있는 모습이다. 4일 오후 1시 5.. 매일경제 | 2024-12-04 14:03:09,매일경제,2024-12-04 14:03:09,https://n.news.naver.com/mnews/article/009/0005407783
"더 멀어진 코스피 산타 랠리…증권가 ""외국인 투자자 이탈할 것""",증권가가 4일 비상계엄 사태의 여파로 국내 증시에서 외국인 투자자 이탈이 이어질 것이라고 진단했다. 코스피가 2400선으로 내려앉은 가.. 머니투데이 | 2024-12-04 13:55:47,머니투데이,2024-12-04 13:55:47,https://n.news.naver.com/mnews/article/008/0005123403
"""한국행 비행기 타도 되나"" 외국인 투자자 이탈 우려","한국 가는 비행기를 못 타는 것 아니냐."" 5일 열리는 국내 금융투자업계 행사에 참석할 예정이었던 외국계 운용사 관계자는 비상계엄 사태.. 아시아경제 | 2024-12-04 13:53:25",아시아경제,2024-12-04 13:53:25,https://n.news.naver.com/mnews/article/277/0005511147
"이오플로우, 미국서 6337억 배상 평결…하한가 직행",이오플로우가 장중 하한가까지 밀렸다. 미국에서 진행 중인 영업비밀 침해 소송에서 패소할 것이란 우려가 커지면서다. 4일 오후 1시45분.. 한국경제 | 2024-12-04 13:49:12,한국경제,2024-12-04 13:49:12,https://n.news.naver.com/mnews/article/015/0005065388
"‘전자칠판’ 벡트, 尹 정부 ‘AI교과서’ 동력 상실 우려에 투심 악화","윤 정부, 계엄 선포 후 6시간 만에 해지 내일까지 일반 청약…반응 시큰둥 16일 코스닥 상장 앞두고 암초 AI 교과서 아닌 ‘교육자료.. 조선비즈 | 2024-12-04 13:40:08",조선비즈,2024-12-04 13:40:08,https://n.news.naver.com/mnews/article/366/0001037179
"하이브 4000억 CB 셀다운 미래에셋證, '민희진 사태' 암초",4000억원 규모의 하이브(352820) 전환사채(CB) 재매각(셀다운)을 진행 중인 미래에셋증권(006800)이 곤란한 상황을 맞았다.. 이데일리 | 2024-12-04 13:38:09,이데일리,2024-12-04 13:38:09,https://n.news.naver.com/mnews/article/018/0005898851
"""비상계엄 후폭풍, 단기 변동성 확대""…개미가 고려해야 할 선택지",비상계엄 여파에 따른 불확실성이 금융 시장에 확산할 것이라는 우려가 번진다. 금융당국이 긴급대책을 발표하면서 국내 증시의 낙폭이 제한됐.. 머니투데이 | 2024-12-04 13:38:08,머니투데이,2024-12-04 13:38:08,https://n.news.naver.com/mnews/article/008/0005123393
'전종목 하한가 기록해도 시장은 열린다'…금감원 임원도 새벽 출근 후 밤샘,"지금 야간선물, 환율 보고 받았습니다. 시장에서 매도 움직임이 나오겠지만, 곧 진정될텐데 지금이 정말 중요합니다."" ""전시(戰時)도 아.. 아시아경제 | 2024-12-04 13:18:30",아시아경제,2024-12-04 13:18:30,https://n.news.naver.com/mnews/article/277/0005511120
"외국인들 한국 주식 다시 던지는데…""정치 리스크 영향 단기적"" 왜?",비상계엄 여파로 국내 증시에 대한 우려가 커지는 가운데 과거 한국의 주요 정치 불확실성이 극대화됐을 당시를 살펴보면 장기적인 영향은 제.. 머니투데이 | 2024-12-04 13:14:23,머니투데이,2024-12-04 13:14:23,https://n.news.naver.com/mnews/article/008/0005123376
"대왕고래 올라탄 개미 ""이게 웬 날벼락""…테마주 줄줄이 폭락","정부의 동해 유전 개발 사업인 '대왕고래 프로젝트' 추진에 대한 우려가 번지며, 테마주가 줄줄이 급락하고 있다. 야당이 동해 심해 가스.. 머니투데이 | 2024-12-04 13:12:15",머니투데이,2024-12-04 13:12:15,https://n.news.naver.com/mnews/article/008/0005123374
한국 정치 불확실성에 천장 뚫린 환율…“1450원도 불안”,윤석열 대통령의 비상계엄 선포 여파로 원·달러 환율이 급등하고 변동성이 확대되며 외환시장의 불안이 커지고 있다. 계엄령은 해제됐지만 당.. 이데일리 | 2024-12-04 12:42:17,이데일리,2024-12-04 12:42:17,https://n.news.naver.com/mnews/article/018/0005898806
"'계엄 직격탄' 맞은 증시…""정치 불확실성 완화 전까지 정상화 제한적""",비상계엄 사태가 불러온 정치적 불확실성이 완화되기 전까지 국내 증시의 정상화는 제한적일 것이라는 분석이 나왔다. 다만 증시의 펀더멘털을.. 머니투데이 | 2024-12-04 12:40:17,머니투데이,2024-12-04 12:40:17,https://n.news.naver.com/mnews/article/008/0005123363
"삼성전자 주가에 'HBM 우려' 이미 반영…""향후 반등 기대""[마켓칼럼]",※한경 마켓PRO 텔레그램을 구독하시면 프리미엄 투자 콘텐츠를 보다 편리하게 볼 수 있습니다. 텔레그램에서 ‘마켓PRO’를 검색하면 가.. 한국경제 | 2024-12-04 12:36:12,한국경제,2024-12-04 12:36:12,https://n.news.naver.com/mnews/article/015/0005065360
"""가족 안전해? 삼성 괜찮아?""…尹에 충격받은 외국인들 [금융당국 포커스]","너와 가족들은 안전한 거지?"" ""삼성·SK 반도체라인 멈춘 거 아니지?"" 4일 증권사 리서치센터장 A씨와 대기업 재무팀장 B씨는 출근길.. 한국경제 | 2024-12-04 12:18:21",한국경제,2024-12-04 12:18:21,https://n.news.naver.com/mnews/article/015/0005065357
하루아침에 '여행위험국' 됐다…계엄령 직격탄 맞은 여행·항공株,"비상계엄 사태로 미국과 유럽, 일본 등 주요국에서 줄줄이 한국을 여행 위험 국가로 인식한 영향에 4일 주식시장에서 여행·항공주가 약세를.. 한국경제 | 2024-12-04 12:02:18",한국경제,2024-12-04 12:02:18,https://n.news.naver.com/mnews/article/015/0005065353
"MBK, 고려아연 비밀유지계약 위반 ’의혹‘","사모펀드 운용사(PEF) MBK파트너스(MBK)가 고려아연에 대한 경영권 획득 추진 과정에서, 과거 고려아연과 맺었던 비밀유지계약(ND.. 이코노미스트 | 2024-12-04 11:57:11",이코노미스트,2024-12-04 11:57:11,https://n.news.naver.com/mnews/article/243/0000069074
비상계엄 여파로 증시 '출렁'...尹 탄핵 추진에 테마주 '기승' [오한마],시청자 여러분 안녕하십니까. 오전장 한방에 마무리하는 뉴스. 오한마 시간입니다. 비상계엄 사태로 국내 증시가 요동치고 있습니다. 외국인.. 한국경제TV | 2024-12-04 11:38:34,한국경제TV,2024-12-04 11:38:34,https://n.news.naver.com/mnews/article/215/0001190360
"""코스피도 없던 시절""…45년 전 마지막 계엄령때 증시는 어땠나",45년 전 1979년 마지막 계엄령 당시 한국 증시는 5%대 하락한 것으로 확인됐다. 4일 한국거래소에 따르면 지난 1979년 10월 .. 뉴스1 | 2024-12-04 11:17:42,뉴스1,2024-12-04 11:17:42,https://n.news.naver.com/mnews/article/421/0007945267
비상계엄 사태 속 바이오에 눈길…알테오젠 순매수 1위 [주식 초고수는 지금],"미래에셋증권에서 거래하는 고수익 투자자들이 3일 오전 가장 많이 순매수한 종목은 알테오젠(196170), 한국전력(015760), 펩트.. 서울경제 | 2024-12-04 11:14:15",서울경제,2024-12-04 11:14:15,https://n.news.naver.com/mnews/article/011/0004423143
"‘비상계엄’ 다음날…외국인, 삼성전자 1300억원어치 던졌다","윤석열 대통령이 3일 밤 비상계엄을 선포한 가운데, 다음날 정상 운영 중인 국내 증시에서 외국계 기관들이 삼성전자 주식을 1300억원 .. 조선비즈 | 2024-12-04 11:14:08",조선비즈,2024-12-04 11:14:08,https://n.news.naver.com/mnews/article/366/0001037124
하루 아침에 '여행위험국' 된 한국…여행주·항공주 주가 뚝,비상계엄 이슈로 영국 등 주요 국가에서 한국을 '여행 위험 국가'로 인식하며 여행주와 항공주가 하락 중이다. 4일 오전 10시 57분 .. 머니투데이 | 2024-12-04 11:09:28,머니투데이,2024-12-04 11:09:28,https://n.news.naver.com/mnews/article/008/0005123306
"계엄발 증시 폭락 모면했지만 여진 지속…""추가 조정은 불가피""","코스피 장중 1~2%대 낙폭 유지…금융당국 시장안정 총력대응 천명 ""외국인 자금 이탈시 낙폭 확대 우려…증시 반등 어려워져"" ""증시 펀.. 연합뉴스 | 2024-12-04 11:03:35",연합뉴스,2024-12-04 11:03:35,https://n.news.naver.com/mnews/article/001/0015083894
AI 거품론 잠재운 두기업…주가 나란히 10% '껑충',인공지능(AI) 대표 수혜주로 꼽히는 세일즈포스와 마벨 테크놀로지가 3분기 호실적에 힘입어 동반 상승했다. 3일(현지시간) CNBC에 .. 한국경제TV | 2024-12-04 11:01:04,한국경제TV,2024-12-04 11:01:04,https://n.news.naver.com/mnews/article/215/0001190352
"'비상계엄 쇼크'에 요동친 금융시장, 불안한 환율",윤석열 대통령의 비상 계엄령 선포·해제 사태로 인해 금융시장이 요동치면서 원·달러 환율이 한때 1446.5원까지 치솟았다. 4일 오전 .. 비즈워치 | 2024-12-04 10:56:09,비즈워치,2024-12-04 10:56:09,https://n.news.naver.com/mnews/article/648/0000031273
"'더샵 탕정인피니티시티 3차' 장기일반 민간임대, 평균 103.8대 1 청약경쟁률 기록",포스코이앤씨가 충남 아산시 아산탕정지구 도시개발구역 2블록에 짓는 ‘더샵 탕정인피니티시티 3차’의 장기일반 민간임대가 청약에서 103... 서울경제 | 2024-12-04 10:53:08,서울경제,2024-12-04 10:53:08,https://n.news.naver.com/mnews/article/011/0004423108
얼어붙은 자본시장‥'비상계엄'은 해프닝급 '탄핵정국'이 더 무섭다,"자본시장 관계자들은 심야 비상계엄 선포·해제가 금융시장에 미치는 영향은 제한적이지만, 향후 급박하게 돌아갈 '탄핵정국'이 자본시장의 더.. 아시아경제 | 2024-12-04 10:53:01",아시아경제,2024-12-04 10:53:01,https://n.news.naver.com/mnews/article/277/0005510996
盧 하락 朴 상승… 과거 대통령 탄핵 정국서 코스피 움직임 보니,비상계엄 사태로 더불어민주당을 중심으로 야당이 윤석열 대통령 탄핵소추안을 발의하기로 했다. 윤 대통령의 탄핵소추안이 국회 문턱을 넘는다.. 조선비즈 | 2024-12-04 10:37:09,조선비즈,2024-12-04 10:37:09,https://n.news.naver.com/mnews/article/366/0001037102
'계엄 후폭풍'에 불붙은 '이재명·한동훈 테마주'…변동성 주의해야,지난밤 윤석열 대통령의 비상계엄 선언 후 해제 사태로 인해 4일 국내 증시가 장초반 2%대 하락세를 보이고 있다. 다만 이재명 더불어민.. 비즈워치 | 2024-12-04 10:37:08,비즈워치,2024-12-04 10:37:08,https://n.news.naver.com/mnews/article/648/0000031270
"""비상계엄령, 尹정부 핵심정책 '밸류업'에 불똥 튈 수도""",이번 윤석열 대통령의 '비상계엄' 소동으로 정부의 자본시장 핵심 정책 과제인 '밸류업'(기업가치 제고)이 동력을 잃을 수 있다는 증권가.. 한국경제 | 2024-12-04 10:33:10,한국경제,2024-12-04 10:33:10,https://n.news.naver.com/mnews/article/015/0005065313
"""카카오만 왜 올라?"" 7% 치솟으며 시총 20조 돌파…그룹株 '들썩'[핫종목]",카카오(035720)가 7% 넘게 급등하고 있다. 비상계엄 선포 이후 윤석열 대통령의 탄핵 가능성이 거론되면서 그간 정부 압박을 받아온.. 뉴스1 | 2024-12-04 10:30:40,뉴스1,2024-12-04 10:30:40,https://n.news.naver.com/mnews/article/421/0007945037
"삼일PwC “韓 석유화학, ‘팀 코리아’로 위기 돌파해야”",중국발 석유화학 설비 증설과 공급 과잉 등으로 국내 석유화학 산업의 업황 부진이 장기화하고 있는 상황에 국내 석유화학 산업을 구하기 위.. 이데일리 | 2024-12-04 10:29:06,이데일리,2024-12-04 10:29:06,https://n.news.naver.com/mnews/article/018/0005898671
‘계엄령 후폭풍’ 속 카카오 7%대 급등…尹대통령 입지 흔들 영향? [투자360],"카카오 주가가 4일 장 초반 강세를 보이고 있다. 윤석열 정부 들어 지속적으로 마찰을 빚어왔던 만큼, 비상계엄 선포의 후폭풍으로 윤석열.. 헤럴드경제 | 2024-12-04 10:25:16",헤럴드경제,2024-12-04 10:25:16,https://n.news.naver.com/mnews/article/016/0002396970
"계엄령 선포에 뉴욕증시도 놀랐다...월가·머스크도 ""Wow""",윤석열 대통령의 비상계엄 선포 소식에 뉴욕증시에서 3대 주가지수가 혼조로 마감했다. 프랑스의 정국 불안까지 더해 주요 주가지수가 하락 .. 이코노미스트 | 2024-12-04 10:25:08,이코노미스트,2024-12-04 10:25:08,https://n.news.naver.com/mnews/article/243/0000069069
원전주 '비상계엄' 영향에 줄하락…두산에너빌리티 7% '뚝[핫종목],원전주가 줄줄이 급락 중이다. 윤석열 대통령이 지난 3일 비상계엄령을 선포한 여파가 이어지고 있는 것으로 풀이된다. 4일 오전 9시 4.. 뉴스1 | 2024-12-04 10:21:04,뉴스1,2024-12-04 10:21:04,https://n.news.naver.com/mnews/article/421/0007945000
‘비상계엄 여파’에 침몰하는 대왕고래 관련주…한국 주식에 대한 월가 진단은,3일 글로벌 증권가 ‘한국투자 신중론’ 계엄령 해제 후 정국 혼란이 포인트 “윤대통령 탄핵 후 선거 이뤄질 수도” 일각선 ‘최악은 지났.. 매일경제 | 2024-12-04 10:20:11,매일경제,2024-12-04 10:20:11,https://n.news.naver.com/mnews/article/009/0005407630
"中 공급과잉에 석유화학 '사면초가'…삼일PwC ""특별법 제정하라""",중국발 석유화학 설비 증설과 공급 과잉 등으로 국내 석유화학 산업이 사면초가 상태에 몰리자 삼일PwC가 파격 지원을 위한 특별법 제정 .. 서울경제 | 2024-12-04 10:17:07,서울경제,2024-12-04 10:17:07,https://n.news.naver.com/mnews/article/011/0004423069
역대 정권 탄핵국면땐 코스피 어땠나...2004년엔 5% 급락,6시간만의 해프닝으로 끝이 나긴 했지만 45년만의 비상계엄 선포 사태로 4일 주식시장도 영향을 받고 있다. 코스피지수는 장 초반 2% .. 비즈워치 | 2024-12-04 10:15:12,비즈워치,2024-12-04 10:15:12,https://n.news.naver.com/mnews/article/648/0000031268
“퇴진하지 않으면 탄핵”…‘계엄사태’에 이재명 테마주 상한가,윤석열 대통령의 비상계엄 선포가 6시간 만에 해제된 가운데 이재명 더불어민주당 대표와 한동훈 국민의힘 대표 등 정치인 테마주가 급등하고.. 매일경제 | 2024-12-04 09:59:07,매일경제,2024-12-04 09:59:07,https://n.news.naver.com/mnews/article/009/0005407617
외국인 2000억 넘게 순매도…코스피 ‘비상계엄’ 여파 1%대 하락 [투자360],삼성전자 등 시총상위 종목 동반 약세 “정치 불확실성에 원화 자산 매력 저하…보수적 접근 필요” 윤석열 대통령이 비상계엄을 선언했다 국.. 헤럴드경제 | 2024-12-04 09:58:11,헤럴드경제,2024-12-04 09:58:11,https://n.news.naver.com/mnews/article/016/0002396936
"선방하던 코스닥, 계엄 여파 낙폭 확대…전업종 약세",윤석열 대통령의 비상계엄 사태 관련 1%대 약세로 출발했던 코스닥 지수의 낙폭이 커지고 있다. 4일 엠피닥터에 따르면 오전 9시45분 .. 이데일리 | 2024-12-04 09:57:09,이데일리,2024-12-04 09:57:09,https://n.news.naver.com/mnews/article/018/0005898619
尹 퇴진 요구에 ‘이재명·한동훈·김동연·오세훈’ 테마주 들썩,비상계엄 선포·해제 이후 윤석열 대통령에 대한 퇴진 요구가 나오면서 정치 테마주가 들썩이고 있다. 이재명 더불어민주당 대표가 4일 오전.. 이데일리 | 2024-12-04 09:57:07,이데일리,2024-12-04 09:57:07,https://n.news.naver.com/mnews/article/018/0005898618
(영상)역사책에 기록될 여섯 시간 '계엄 선포부터 해제까지'…증시 영향은,윤석열 대통령이 어제(3일) 밤 10시27분 비상계엄을 선포했습니다. 1979년 10월26일 박정희 대통령 서거 당시 선포된 후 45년.. 이데일리 | 2024-12-04 09:54:07,이데일리,2024-12-04 09:54:07,https://n.news.naver.com/mnews/article/018/0005898612
"한동훈 테마주, 尹 탄핵 움직임에 일제히 급등[실패한 계엄령]",한동훈 테마주들이 일제히 강세를 보이고 있다. 윤석열 대통령의 비상계엄 선포 여파로 야당이 탄핵을 추진하겠다고 밝힌 가운데 여권의 차기.. 데일리안 | 2024-12-04 09:52:13,데일리안,2024-12-04 09:52:13,https://n.news.naver.com/mnews/article/119/0002900009
"코스피, 외인 매도 공세에 장중 낙폭 확대…2%대↓",윤석열 대통령의 비상계엄 선포 후 해제 영향으로 1%대 급락세로 출발한 코스피가 장중 낙폭을 확대하고 있다. 4일 코스피는 오전 9시3.. 뉴시스 | 2024-12-04 09:51:24,뉴시스,2024-12-04 09:51:24,https://n.news.naver.com/mnews/article/003/0012940498
비상계엄 사태에 된서리 맞은 원전주…비에이치아이 16%↓,비상계엄 사태 후폭풍에 원전주가 휘청이고 있다. 윤석열 대통령의 정치적 입지가 흔들릴 것이란 전망이 반영된 것으로 풀이된다. 원전은 정.. 한국경제 | 2024-12-04 09:50:27,한국경제,2024-12-04 09:50:27,https://n.news.naver.com/mnews/article/015/0005065287
코스피 내리는데…‘내달 임시주총’ 고려아연 10% 급등·170만원 돌파 [투자360],고려아연 주가 10% 급등…장중 172만원 기록하기도 오는 20일 주주명부 폐쇄…7일째 상승 영풍 주가도 동반 상승 [고려아연] [헤럴.. 헤럴드경제 | 2024-12-04 09:48:12,헤럴드경제,2024-12-04 09:48:12,https://n.news.naver.com/mnews/article/016/0002396927
“곱버스도 국장이다(?)”...계엄사태 여파에 2%대 상승세 [투자360],게티이미지뱅크 45년 만의 비상계엄 사태에 정치 불확실성이 증폭되자 4일 개장 초반 하락장에 베팅하는 이른바 ‘곱버스’ 상품이 일제히 .. 헤럴드경제 | 2024-12-04 09:48:09,헤럴드경제,2024-12-04 09:48:09,https://n.news.naver.com/mnews/article/016/0002396926
尹 '탄핵 열차' 출발하나…이재명 테마주 '불기둥',이재명 더불어민주당 대표의 테마주가 급등했다. 윤석열 대통령이 비상계엄을 선포한 지 6시간여 만에 계엄을 해제한 가운데 향후 탄핵 정국.. 한국경제 | 2024-12-04 09:46:12,한국경제,2024-12-04 09:46:12,https://n.news.naver.com/mnews/article/015/0005065283
"외환위기 첫 경고했던 로치 ""韓계엄령은 찻잔 속 쿠데타…탄핵절차 장기화시 원화 약세""","세계적 투자전략가 데이비드 로치 인디펜던트 스트래티지 창업자가 한국의 계엄령 사태를 두고 ""찻잔 속의 쿠데타""라면서도 ""대통령 탄핵 절.. 아시아경제 | 2024-12-04 09:41:34",아시아경제,2024-12-04 09:41:34,https://n.news.naver.com/mnews/article/277/0005510894
코스피 '비상계엄 사태' 여파로 1%대 하락…코스닥도 내려(종합),"외국인 2천억원대 순매도…삼성전자 등 시총상위 종목 동반 약세 ""정치 불확실성에 원화 자산 매력 저하…보수적 접근 필요"" 45년 만의 .. 연합뉴스 | 2024-12-04 09:41:20",연합뉴스,2024-12-04 09:41:20,https://n.news.naver.com/mnews/article/001/0015083538
부동산 시장 역세권 흥행불패...‘급’이 다른 9호선 품은 ‘힐스테이트 등촌역’,"부동산 시장에서 역세권 아파트는 흥행 키워드로 통한다. 어디든 빠르고 쉽게 이동할 수 있는 입지에 더해, 높은 희소성을 바탕으로 풍부한.. 서울경제 | 2024-12-04 09:41:10",서울경제,2024-12-04 09:41:10,https://n.news.naver.com/mnews/article/011/0004423038
난데없는 비상계엄에 코스피 다시 2500선 아래로,간밤 비상계엄 사태로 코스피가 하루만에 2500선을 내주고 2470선까지 후퇴했다. 전문가들은 비상계엄 사태에 따른 불확실성 확대가 불.. 아시아경제 | 2024-12-04 09:40:33,아시아경제,2024-12-04 09:40:33,https://n.news.naver.com/mnews/article/277/0005510889
윤석열株 지고 이재명株 뜨고…‘비상 계엄 선포’에 엇갈린 희비,윤석열 대통령의 비상 계엄 선포와 해제 여파가 국내 증시도 흔들고 있다. 특히 주요 국정 과제 수행 동력이 상실될 수도 있다는 우려에 .. 서울경제 | 2024-12-04 09:40:14,서울경제,2024-12-04 09:40:14,https://n.news.naver.com/mnews/article/011/0004423037
尹대통령 퇴진 요구에 이재명·한동훈·오세훈 테마주 급등 [투자360],이재명 대표 근무 했던 오리엔트정공 상한가 윤석열 대통령의 비상계엄 선포와 관련해 강원지역 시민사회단체가 4일 오전 강원특별자치도청 앞.. 헤럴드경제 | 2024-12-04 09:35:07,헤럴드경제,2024-12-04 09:35:07,https://n.news.naver.com/mnews/article/016/0002396913
'계엄사태'에 롤러코스터 타는 코스피… 2450~2480선 등락 거듭,간밤 윤석열 대통령의 비상계엄 선포 후 해지라는 충격에 4일 코스피가 전 거래일 대비 1.97% 하락 출발한 이후 2460~2480선에.. 머니S | 2024-12-04 09:31:04,머니S,2024-12-04 09:31:04,https://n.news.naver.com/mnews/article/417/0001042642
"LG CNS, 신용등급 전망 상향",LG그룹의 정보기술(IT) 계열사인 LG CNS의 신용등급 전망이 상향 조정됐다. 한국기업평가는 지난 3일 LG CNS의 신용등급 전망.. 아이뉴스24 | 2024-12-04 09:30:06,아이뉴스24,2024-12-04 09:30:06,https://n.news.naver.com/mnews/article/031/0000890248
계엄 여파에 김동연도 조국도 아닌 이재명 테마주만 ‘날았다’,윤석열 대통령이 3일 저녁 용산 대통령실에서 긴급 담화를 통해 비상계엄을 선포했다가 여야 의원 190명이 150여분 뒤인 4일 새벽 1.. 매일경제 | 2024-12-04 09:29:06,매일경제,2024-12-04 09:29:06,https://n.news.naver.com/mnews/article/009/0005407600
"""비상계엄령 이슈...2차전지 업종에 미치는 영향은 제한적""",이번 비상계엄령 이슈가 2차전지 업종에는 큰 영향을 주지 않을 것이란 분석이 나왔다. 배터리 사업은 국내 정치상황보단 해외에 더 영향을.. 비즈워치 | 2024-12-04 09:28:06,비즈워치,2024-12-04 09:28:06,https://n.news.naver.com/mnews/article/648/0000031264
자본시장의 최대 리스크는 '대통령'[시시비비],"코스피는 독립 변수가 아닌, 종속 변수입니다."" 최근 만난 금융투자업계 한 고위 관계자가 하소연하듯 말했다. 코스피는 경기 침체 등 다.. 아시아경제 | 2024-12-04 09:27:49",아시아경제,2024-12-04 09:27:49,https://n.news.naver.com/mnews/article/277/0005510873
"고려아연, 또다시 사상 최고가…170만원 돌파",경영권 분쟁 중인 고려아연이 또다시 사상 최고가를 경신했다. 4일 오전 9시21분 현재 고려아연은 전일 대비 14만4000원(9.34%.. 뉴시스 | 2024-12-04 09:27:16,뉴시스,2024-12-04 09:27:16,https://n.news.naver.com/mnews/article/003/0012940417
"""지금이 기회""…이재명·조국 테마주 줄줄이 상한가",간밤 비상계엄 사태 이후 윤석열 대통령의 정치적 입지가 줄어들 것이란 전망이 나오면서 이재명 더불어민주당 대표 테마주가 잇달아 상한가를.. 디지털타임스 | 2024-12-04 09:26:07,디지털타임스,2024-12-04 09:26:07,https://n.news.naver.com/mnews/article/029/0002920221
"""정국 혼란에""…정치테마주 '불기둥'",간밤 윤석열 대통령의 비상 계엄 선언 후 해제 조치에 이르기까지 정국이 혼돈에 빠져든 가운데 증시에서 정치테마주들이 일제히 불기둥을 세.. 뉴시스 | 2024-12-04 09:25:43,뉴시스,2024-12-04 09:25:43,https://n.news.naver.com/mnews/article/003/0012940406
“비상계엄에 국내 증시도 ‘멘붕’”…코스피 1.97% 하락 출발,지난 3일 밤 10시 28분 윤석열 대통령의 비상계엄 이후 코스피가 하락 출발했다. 4일 오전 9시 10분 현재 코스피는 전일대비 19.. 매일경제 | 2024-12-04 09:25:08,매일경제,2024-12-04 09:25:08,https://n.news.naver.com/mnews/article/009/0005407595
삼성전자 등 시총 상위주 대부분 약세…장초반 낙폭 축소,윤석열 대통령의 비상계엄 발표 후 해제 소식에 국내 시가총액 상위 종목들의 주가가 약세로 출발했다. 다만 대부분의 종목들은 시초가를 저.. 뉴시스 | 2024-12-04 09:23:59,뉴시스,2024-12-04 09:23:59,https://n.news.naver.com/mnews/article/003/0012940385
실패한 비상계엄에…이재명·한동훈 테마주 줄줄이 '폭등',"'비상계엄 사태'로 정치적 불확실성이 커진 가운데 이재명 더불어민주당 대표, 한동훈 국민의힘 대표 테마주가 들썩이고 있다. 4일 오전 .. 한국경제 | 2024-12-04 09:23:11",한국경제,2024-12-04 09:23:11,https://n.news.naver.com/mnews/article/015/0005065260
"'계엄 해제'에도 놀란 외국인들, 다시 던졌다…코스피 1%대 하락 출발",윤석열 대통령이 '비상계엄' 선포 6시간 만에 해제를 선언한 가운데 코스피와 코스닥이 동반 하락 출발했다. 양 지수는 개장 직후 2%대.. 머니투데이 | 2024-12-04 09:22:34,머니투데이,2024-12-04 09:22:34,https://n.news.naver.com/mnews/article/008/0005123212
"STO에 수백억 투자한 금투업계, 법제화 지연에 ‘전전긍긍’",이 기사는 2024년12월04일 06시20분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다. 국내 주요증권사를 비롯한 금융투자업계가 토큰.. 이데일리 | 2024-12-04 09:20:22,이데일리,2024-12-04 09:20:22,https://n.news.naver.com/mnews/article/018/0005898517
"코스피·코스닥, 계엄사태 직격탄…2% 급락 출발[실패한 계엄령]",윤석열 대통령이 비상계엄을 선포하고 국회가 해제 요구안을 의결하는 등 긴박한 상황이 펼쳐진 여파로 국내 대표지수인 코스피와 코스닥이 동.. 데일리안 | 2024-12-04 09:20:14,데일리안,2024-12-04 09:20:14,https://n.news.naver.com/mnews/article/119/0002899989
계엄령 최대 수혜자?…이재명 테마주는 줄줄이 상한가,이재명 테마주 상한가 기록 김동연·한동훈 테마주도 급등 윤석열 대통령의 계엄령 선포와 즉각적인 국회의 해제로 불안정한 정국 속에서 증권.. 매일경제 | 2024-12-04 09:19:11,매일경제,2024-12-04 09:19:11,https://n.news.naver.com/mnews/article/009/0005407589
"하나證 “LG유플러스, 실적개선형 기업...목표가↑”",하나증권은 4일 LG유플러스에 대해 영업이익 증가 전망과 주주이익환원 강화에 따른 주가상승이 기대된다고 밝혔다. 이에 목표가를 기존 1.. 파이낸셜뉴스 | 2024-12-04 09:16:21,파이낸셜뉴스,2024-12-04 09:16:21,https://n.news.naver.com/mnews/article/014/0005276947
비상계엄 사태 뒤 정상 개장 韓 증시...증권가 “단기 변동성 확대 불가피”,간밤 윤석열 대통령의 비상계엄 선포로 정치 불확실성이 커지는 가운데 채권시장에 대한 외국인 수급에 주목해야 한다는 분석이 나왔다. 금융.. 이코노미스트 | 2024-12-04 09:13:11,이코노미스트,2024-12-04 09:13:11,https://n.news.naver.com/mnews/article/243/0000069062
증권가 “증시 단기 변동성 확대…외인 투매 등 주시”[실패한 계엄령],증권가에서는 4일 비상계엄령 선포·해제와 관련해 외국인의 투매 움직임 등 금융시장에 파급력이 나타날 수 있을 것으로 내다봤다. 금융시장.. 데일리안 | 2024-12-04 09:12:11,데일리안,2024-12-04 09:12:11,https://n.news.naver.com/mnews/article/119/0002899984
"코스피, 외국인 매도에 1%대 하락 출발",비상계엄령 선포와 해제안 의결 이후 정상 개장한 코스피 지수가 외국인 매도세에 하락 출발했다. 4일 엠피닥터에 따르면 코스피 지수는 이.. 이데일리 | 2024-12-04 09:12:11,이데일리,2024-12-04 09:12:11,https://n.news.naver.com/mnews/article/018/0005898502
"발빠른 투자자들…이재명 테마주, 줄줄이 상한가 직행",이재명 더불어민주당 대표 관련 테마주(株)들이 개장과 동시에 상한가를 기록 중이다. 윤석열 대통령이 비상계엄을 선포한지 6시간 만에 계.. 머니투데이 | 2024-12-04 09:11:41,머니투데이,2024-12-04 09:11:41,https://n.news.naver.com/mnews/article/008/0005123204
"코스닥, 계엄 쇼크에 하락 출발…정치테마주 난립",코스닥 지수가 비상계엄 사태로 인한 충격으로 하락 출발했다. 윤석열 대통령이 비상계엄을 선포한 3일 저녁 서울역TV에 관련 뉴스가 나오.. 이데일리 | 2024-12-04 09:11:20,이데일리,2024-12-04 09:11:20,https://n.news.naver.com/mnews/article/018/0005898501
