subject,summary,press,wdate,link
‘머니 무브’ 속 증권사 퇴직연금 적립액 100조원 돌파,국내 증권사의 퇴직연금 적립액이 100조원을 넘어섰다. 퇴직연금 실물이전 제도 시행과 함께 보다 높은 수익률을 노리고 증권사로 ‘머니 .. 조선비즈 | 2025-01-30 11:29:07,조선비즈,2025-01-30 11:29:07,https://n.news.naver.com/mnews/article/366/0001050239
테슬라 실적 부진했는데…머스크 장담에 시간외 '급등',"미국 전기차업체 테슬라가 시장 예상치를 밑도는 부진한 실적을 발표했으나, 올해 자율주행차 사업과 휴머노이드 로봇 '옵티머스' 개발 등 .. 한국경제TV | 2025-01-30 11:19:16",한국경제TV,2025-01-30 11:19:16,https://n.news.naver.com/mnews/article/215/0001196804
서학개미 용감하네… ‘딥시크 쇼크’에도 엔비디아 레버리지 ETF 4000억원 순매수,엔비디아 17% 급락… 서학개미 ‘저가 매수’ 노려 3200억원 베팅 서학개미(미국 주식 개인 투자자)들이 중국 인공지능(AI) 스타트.. 조선비즈 | 2025-01-30 11:06:07,조선비즈,2025-01-30 11:06:07,https://n.news.naver.com/mnews/article/366/0001050238
설 연휴만 되면 쏟아지는 올빼미 공시,설 연휴에도 어김없이 ‘올빼미 공시’가 쏟아졌다. 나흘간 긴 휴장을 앞두고 투자자 관심이 덜해지는 시점에 적자 전환을 비롯해 감자 결정.. 이데일리 | 2025-01-30 11:03:10,이데일리,2025-01-30 11:03:10,https://n.news.naver.com/mnews/article/018/0005933376
호재도 안 먹히네…게임 코인들 근황은,게임사들이 발행한 가상자산이 기술 업그레이드와 생태계 확장 등으로 이용자 확대에 나서고 있지만 좀처럼 살아나지 못하고 있다. 게임 코인.. 비즈워치 | 2025-01-30 11:00:09,비즈워치,2025-01-30 11:00:09,https://n.news.naver.com/mnews/article/648/0000032895
"""가성비 AI 어쩌나"" 국내 증시도 촉각…SK하이닉스 '초긴장'",중국 인공지능(AI) 스타트업 딥시크가 내놓은 AI 모델 영향으로 미국 주요 기술주들이 하락세를 이어가고 있다. 국내 투자자들은 긴 설.. 한국경제 | 2025-01-30 10:43:12,한국경제,2025-01-30 10:43:12,https://n.news.naver.com/mnews/article/015/0005087519
"'빅쇼트' 주인공 ""빅테크 대신 신흥국 주목해야""","마이클 버리와 함께 영화 '빅쇼트'의 실제 주인공으로 알려진 포터 콜린스, 빈센트 다니엘이 주식 투자자들을 위한 조언을 남겼다. 29일.. 한국경제TV | 2025-01-30 10:30:38",한국경제TV,2025-01-30 10:30:38,https://n.news.naver.com/mnews/article/215/0001196799
"""장모님 증여해 주십시오""…부자들 강남에 집사는 방법 [양현주의 슈퍼리치 레시피]","자녀가 결혼할 때 세금을 최소화하면서 강남에 집 한 채 마련해 줄 수 있는 방법은 없나요?"" 최근 고액자산가를 상대하는 강남권 프라이빗.. 한국경제 | 2025-01-30 10:26:15",한국경제,2025-01-30 10:26:15,https://n.news.naver.com/mnews/article/015/0005087515
코스피 상장사 영업이익률 11년새 ‘최저’…투자 수익성도 ‘내리막’,유가증권시장(코스피) 상장사의 영업활동과 투자활동 수익성에 빨간불이 들어왔다. 코스피 상장사의 평균 영업이익률이 최근 11년 사이 가장.. 데일리안 | 2025-01-30 10:21:07,데일리안,2025-01-30 10:21:07,https://n.news.naver.com/mnews/article/119/0002918360
테슬라 실적 부진한데…시간외서 급락했다가 급반등한 이유,테슬라가 실적 미달로 시간외거래에서 5% 이상 급락했으나 이내 5% 급반등했다. 일론 머스크 테슬라 최고경영자(CEO)가 올해 하반기에.. 한국경제 | 2025-01-30 10:13:09,한국경제,2025-01-30 10:13:09,https://n.news.naver.com/mnews/article/015/0005087512
실적 발표 뒤 메타·테슬라 ‘껑충’ MS ‘주춤’,"메타, 애프터 마켓서 사상 첫 700달러 ‘터치’ 테슬라, 예상 밑 실적에도 FSD 기대에 강세 MS, 실적 전망 웃돌고도 클라우드에 .. 조선비즈 | 2025-01-30 10:07:09",조선비즈,2025-01-30 10:07:09,https://n.news.naver.com/mnews/article/366/0001050227
"퇴직연금 시장, 실물이전 도입 이후 증권사 점유율 확대",퇴직연금 시장의 주도권을 두고 증권사 간의 경쟁이 가열되고 있다. 지난해 10월 400조 원 규모의 퇴직연금 시장에서 실물이전 제도가 .. 이코노미스트 | 2025-01-30 10:00:12,이코노미스트,2025-01-30 10:00:12,https://n.news.naver.com/mnews/article/243/0000071979
"'5조 클럽' KB금융 탄생?… 4대 금융, 17조원 역대급 실적 전망",국내 4대 금융그룹(KB·신한·하나·우리)이 지난해 사상 최대 실적을 기록할 것으로 보인다. 금융권이 예상한 4대 금융의 연간 순이익 .. 머니S | 2025-01-30 09:55:17,머니S,2025-01-30 09:55:17,https://n.news.naver.com/mnews/article/417/0001054753
"MS, 4분기 클라우드 매출 예상치 밑돌아…시간 외 주가 5%↓","마이크로소프트(MS)는 지난해 4분기 매출은 696억3000만달러(한화 약 100조6154억원), 주당 순이익은 3.23달러(약 466.. 아시아경제 | 2025-01-30 09:51:20",아시아경제,2025-01-30 09:51:20,https://n.news.naver.com/mnews/article/277/0005539393
"""대박 아니면 쪽박""…'불나방' 개미들 과감히 베팅한 곳이",서학개미 열풍으로 투자처가 다변화되면서 한국 개인투자자들이 해외 고위험 상품에 몰리고 있다. 다만 해외 고위험 상품의 경우 투자자 보호.. 한국경제 | 2025-01-30 09:50:09,한국경제,2025-01-30 09:50:09,https://n.news.naver.com/mnews/article/015/0005087509
"""조정 일시적""…강세장 베팅하는 월가",미국 증시가 빅테크 폭락 사태에서 회복한 가운데 월가에서도 증시 강세장을 둘러싼 목소리가 커지고 있다. 29일(현지시간) CNBC에 따.. 한국경제TV | 2025-01-30 09:45:39,한국경제TV,2025-01-30 09:45:39,https://n.news.naver.com/mnews/article/215/0001196796
"세계 최대 자산운용사 블랙록 ""올해 증시 15% 급등 예상""",세계 최대 자산운용사 블랙록을 이끌고 있는 릭 라이더 최고투자책임자(CIO)가 미국 증시에 대한 장밋빛 전망을 제시했다. 29일(현지시.. 한국경제TV | 2025-01-30 09:45:18,한국경제TV,2025-01-30 09:45:18,https://n.news.naver.com/mnews/article/215/0001196795
지속가능성에 베팅한다…글로벌 VC도 주목하는 그린스타트업[마켓인],"이 기사는 2025년01월30일 07시30분에 마켓인 프리미엄 콘텐츠로 선공개 되었습니다. 최근 전 세계적으로 ESG(환경, 사회, 지.. 이데일리 | 2025-01-30 09:31:12",이데일리,2025-01-30 09:31:12,https://n.news.naver.com/mnews/article/018/0005933324
"""3배도 겁없이""…해외주식 열풍에 '고위험 상품'까지 손 뻗는 투자자들",'서학개미'들의 해외주식 직접 투자가 늘어나면서 고위험 상품에 대한 유혹도 이어지고 있다. 다만 해외 고위험 상품의 경우 투자자 보호제.. 뉴스1 | 2025-01-30 09:30:00,뉴스1,2025-01-30 09:30:00,https://n.news.naver.com/mnews/article/421/0008046686
설 끝나 장 열리는데… 美 상장 MSCI 한국지수 ETF 2.65% 하락,설 연휴 기간 모건스탠리캐피털인터내셔널(MSCI) 한국 지수를 추종하는 상장지수펀드(ETF) ‘iShares MSCI South Kor.. 조선비즈 | 2025-01-30 09:21:11,조선비즈,2025-01-30 09:21:11,https://n.news.naver.com/mnews/article/366/0001050206
코스피 기업 영업이익률 4.3%…10년 전보다 낮아진 수익성,기업이 전체 매출에서 실제 얼마의 수익을 남겼는지를 보여주는 영업이익률이 11년새 최저치를 기록했다. 자본의 효율성을 확인할 수 있는 .. 디지털타임스 | 2025-01-30 09:19:07,디지털타임스,2025-01-30 09:19:07,https://n.news.naver.com/mnews/article/029/0002932124
"뉴욕증시, 美 연준 금리동결에 하락…엔비디아 4.1%↓·테슬라 2.26%↓",다우 0.31%↓·S&P 0.47%↓·나스닥 0.51%↓…中 딥시크 여파도 뉴욕증시가 미국 연방준비제도(Fed·연준) 금리 동결 소식에.. 더팩트 | 2025-01-30 09:13:13,더팩트,2025-01-30 09:13:13,https://n.news.naver.com/mnews/article/629/0000360270
조정호 메리츠금융 회장 작년 주식 재산 증가 1위… 4.6조 늘었다,"홍라희 전 관장 제치고 주식 부호 2위 등극 1위는 이재용 회장, 평가액은 2조 줄어 지난 한 해 국내 주식 부호들의 지분 가치가 4조.. 디지털타임스 | 2025-01-30 09:09:07",디지털타임스,2025-01-30 09:09:07,https://n.news.naver.com/mnews/article/029/0002932119
역사적인 저점에도 불구하고 인기가 사라졌다…삼성전자 외국인 비중 2년來 최저 [투자360],"23일 기준 50.28%…2023년 1월 이후 최저 외국인 6개월 순매도 1위, 2위도 우선주 증권사 7곳 이달 목표주가 하향 [게티이.. 헤럴드경제 | 2025-01-30 09:00:20",헤럴드경제,2025-01-30 09:00:20,https://n.news.naver.com/mnews/article/016/0002421699
"오리온, 리가켐 지분만 1조...주가 재평가 받을까 [최만수의 스톡네비게이션]",‘초코파이’로 유명한 오리온은 그동안 증권가에서 국내 대표 식품주로 여겨져왔다. 하지만 지난해 3월 바이오업체 리가켐바이오를 인수하면서.. 한국경제 | 2025-01-30 08:11:13,한국경제,2025-01-30 08:11:13,https://n.news.naver.com/mnews/article/015/0005087486
"""금투협 야심작인데""…TDF에 밀려 힘 못쓰는 '디딤펀드'",국내 자산운용사가 지난해 일제히 출시한 '디딤펀드'가 생애주기형 펀드인 타깃데이트펀드(TDF)에 밀려 제대로 힘을 쓰지 못하고 있다. .. 뉴스1 | 2025-01-30 08:10:00,뉴스1,2025-01-30 08:10:00,https://n.news.naver.com/mnews/article/421/0008046630
"""증시 휴장이라 다행이네""…中 '딥시크 충격'에 변동성 확대 불가피",중국 인공지능(AI) 업체 딥시크발 충격으로 한국 증시가 단기적으로 약세를 보일 것으로 예상된다. 딥시크가 훨씬 적은 비용으로도 오픈A.. 서울경제 | 2025-01-30 08:01:11,서울경제,2025-01-30 08:01:11,https://n.news.naver.com/mnews/article/011/0004444901
연금 개미 마음 훔쳤다…증권사 퇴직연금 운용금액 100조원 돌파 [투자360],증권3사 퇴직연금 실물이전 금액 9400억원 4분기 증권사 퇴직연금 운용액 7.85% 증가 은행·보험 신장률 앞질러 [게티이미지뱅크] .. 헤럴드경제 | 2025-01-30 08:00:18,헤럴드경제,2025-01-30 08:00:18,https://n.news.naver.com/mnews/article/016/0002421681
"“MZ 사로잡기” 증권사, 재미 극대화 나섰다…이색 전략 ‘눈길’",국내 증권사들이 MZ세대(밀레니얼+Z세대) 투자자들과의 접점을 확대하고자 이색적인 전략을 선보이고 있다. 젊은 세대 투자자들의 주식시장.. 데일리안 | 2025-01-30 08:00:18,데일리안,2025-01-30 08:00:18,https://n.news.naver.com/mnews/article/119/0002918333
"연금개미도 ETF에 꽂혔다···퇴직연금 ETF 투자, 두 배로 ‘쑥쑥’ [투자360]",안전지향→수익률 택한 투자자 증권사 연금계좌 중 ETF 상품 상반기 기준 27조1750억원 연금계좌의 약 29% ETF가 차지 [챗 G.. 헤럴드경제 | 2025-01-30 08:00:15,헤럴드경제,2025-01-30 08:00:15,https://n.news.naver.com/mnews/article/016/0002421680
"""삼성전자는 오른다"" 7000억 담은 개미들…외국인 선택은 달랐다","새해 첫 한달 동안 코스피가 5.72% 상승했다. 지수 상승은 개인과 외국인 투자자가 이끌었다. 다만, 개인들은 삼성전자, 현대차 등 .. 머니투데이 | 2025-01-30 08:00:00",머니투데이,2025-01-30 08:00:00,https://n.news.naver.com/mnews/article/008/0005146757
"'현물이전·디폴트옵션' 퇴직연금 수익률개선 대작전, 효과는?","디폴트옵션(사전지정운용제도) 도입, 퇴직연금 현물이전 허용 등 퇴직연금 수익률을 높이기 위한 관련 제도 개선이 이어지는 가운데 증권업권.. 머니투데이 | 2025-01-30 08:00:00",머니투데이,2025-01-30 08:00:00,https://n.news.naver.com/mnews/article/008/0005146755
"Fed, 첫 금리 동결에 일제 하락…국채 금리는 보합권[뉴욕증시]",미국 뉴욕증시의 3대 지수가 29일(현지시간) 일제히 하락했다. 미 연방준비제도(Fed)가 앞서 예고한 대로 지난해 9월 개시한 통화완.. 아시아경제 | 2025-01-30 07:43:18,아시아경제,2025-01-30 07:43:18,https://n.news.naver.com/mnews/article/277/0005539372
"""올해 4조 넘게 불렸다""…단숨에 '주식 부호 2위' 오른 이 남자",최근 국내 증시가 부진을 면치 못했지만 30대 주식 부호들의 지분 가치는 5조원 가까이 늘어난 것으로 나타났다. 30일 재벌닷컴에 따르.. 한국경제TV | 2025-01-30 07:32:21,한국경제TV,2025-01-30 07:32:21,https://n.news.naver.com/mnews/article/215/0001196785
금리 동결·딥시크 충격 여진…하락 마감 [뉴욕증시 브리핑],미국 중앙은행(Fed)이 금리를 동결하기로 결정하자 뉴욕증시가 하락했다. 중국 인공지능(AI) 스타트업 '딥시크' 충격 여진도 여전했다.. 한국경제 | 2025-01-30 07:23:08,한국경제,2025-01-30 07:23:08,https://n.news.naver.com/mnews/article/015/0005087481
美연준 금리동결에 뉴욕증시 하락 [월가월부],S&P500 0.47%↓·나스닥 0.51%↓ 엔비디아 다시 하락전환 4.03%↓ 미국 중앙은행인 연방준비제도(Fed·연준)의 금리인하 .. 매일경제 | 2025-01-30 07:12:07,매일경제,2025-01-30 07:12:07,https://n.news.naver.com/mnews/article/009/0005435827
600만원으로 400억 부자 됐다…목사 아들의 비결은 [윤현주의 主食이 주식],백문불여일견(百聞不如一見). 백 번 듣는 것보다 한 번 보는 게 낫다는 말이다. 가짜뉴스 홍수 속 정보의 불균형을 조금이라도 해소하기 .. 한국경제 | 2025-01-30 07:01:12,한국경제,2025-01-30 07:01:12,https://n.news.naver.com/mnews/article/015/0005087478
"증권주, 실적 시즌 돌입에 주도주 떠오를까",설 연휴 직후 코스피가 본격적인 실적 시즌에 돌입하는 가운데 증권주의 주도주 부상 가능성이 거론된다. 대부분 기업이 실적 추정치(컨센서.. 데일리안 | 2025-01-30 07:00:18,데일리안,2025-01-30 07:00:18,https://n.news.naver.com/mnews/article/119/0002918326
해를 넘긴 美 주간거래 중지...해결은 언제쯤?,미국 주식투자에 대한 인기는 식을 줄 모르고 있는 가운데 지난해 8월 중단된 미국 주식 주간거래 서비스가 해를 넘겨서도 재개될 기미가 .. 데일리안 | 2025-01-30 07:00:16,데일리안,2025-01-30 07:00:16,https://n.news.naver.com/mnews/article/119/0002918325
미국주식 단타로 수십번 매매했는데 세금 어떻게 계산하죠?,개미들이 너도나도 해외로 눈을 돌리는 이유는 당연히 '수익' 때문이겠죠. 그런데 해외주식을 할 때에는 특히 세금에 주의해야 한다는 것도.. 비즈워치 | 2025-01-30 07:00:10,비즈워치,2025-01-30 07:00:10,https://n.news.naver.com/mnews/article/648/0000032889
"""돈 벌자"" 개미들 몰렸는데…말 한마디에 '-39%', 출렁이는 양자컴주","인공지능(AI)을 이을 차세대 기술로 '양자컴퓨팅'을 주목하면서 관련 기술·산업에 대한 관심이 뜨겁다. 젠슨 황이 ""수십 년""으로 내다.. 머니투데이 | 2025-01-30 06:45:00",머니투데이,2025-01-30 06:45:00,https://n.news.naver.com/mnews/article/008/0005146734
실적보단 전망?…시간외서 엇갈린 테슬라·MS 주가,이날 실적을 발표한 마이크로소프트와 테슬라의 시간외 성적표가 엇갈리고 있다. 시장 전망을 웃돈 마이크로소프트의 주가는 하락하고 있는 반.. 디지털타임스 | 2025-01-30 06:41:08,디지털타임스,2025-01-30 06:41:08,https://n.news.naver.com/mnews/article/029/0002932115
"뉴욕증시, 연준 금리동결·M7 실적주시·딥시크 여진…하락 마감",김 현 연합인포맥스 통신원 = 뉴욕증시는 인플레이션에 대해 매파적 기조로 돌아선 연방공개시장위원회(FOMC) 1월 회의 결과를 주시하며.. 연합뉴스 | 2025-01-30 06:38:09,연합뉴스,2025-01-30 06:38:09,https://n.news.naver.com/mnews/article/001/0015183508
트럼프·파월에 요동친 뉴욕증시…결국 `예상대로`,도널드 트럼프 미 대통령과 제롬 파월 미 연방준비제도(Fed·연준)의 목소리에 시장이 요동쳤다. 다만 관세 정책은 여전히 결정되지 않았.. 디지털타임스 | 2025-01-30 06:21:08,디지털타임스,2025-01-30 06:21:08,https://n.news.naver.com/mnews/article/029/0002932114
서민금융 부실률 고공행진…햇살론뱅크 대위변제율 1년새 2배,최저신용자 특례보증·햇살론15 대위변제율 20% 중반대 금융 취약계층이 정책대출을 받았다가 갚지 못해 정책기관이 대신 갚아준 비율이 1.. 연합뉴스 | 2025-01-30 06:11:00,연합뉴스,2025-01-30 06:11:00,https://n.news.naver.com/mnews/article/001/0015183487
"[속보]특별한 이변 없던 FOMC, 뉴욕증시 소폭 하락 마감",중국의 인공지능(AI) 딥시크(DeepSeek) 여파가 뉴욕증시를 여전히 흔들고 있다. 엔비디아는 29일(현지시간) 다시 4% 가량 하.. 이데일리 | 2025-01-30 06:10:14,이데일리,2025-01-30 06:10:14,https://n.news.naver.com/mnews/article/018/0005933283
증시 부진에도 30대 주식부호 지분가치 1년새 4조7천억원 늘어,"메리츠금융 조정호 4.6조 불어나 '2위 등극'…1위 삼성 이재용 턱밑 추격 알테오젠 박순재, 한미반도체 곽동신도 평가액 급증해 10위.. 연합뉴스 | 2025-01-30 06:05:01",연합뉴스,2025-01-30 06:05:01,https://n.news.naver.com/mnews/article/001/0015183482
‘빽햄’ 논란에 흔들리는 백종원 팬심… 더본코리아 주주 99%는 손실권,흑백요리사 이후 우호적이던 여론 반전 백종원 의존도 높아… 평판 리스크 여전 ‘연돈 볼카츠’ 가맹점주 갈등 현재진행형 백종원 대표가 이.. 조선비즈 | 2025-01-30 06:02:03,조선비즈,2025-01-30 06:02:03,https://n.news.naver.com/mnews/article/366/0001050188
"설 연휴 직전, 이틀만에 12일치 이자 받을 수 있었다… 추석 땐 이렇게 하세요","CD ETF, 휴일 2영업일 전 이자 선반영 KOFR ETF는 휴일 1영업일 전 이자 선반영 벌어진 호가는 주의… 제 가격에 못 팔면 .. 조선비즈 | 2025-01-30 06:01:09",조선비즈,2025-01-30 06:01:09,https://n.news.naver.com/mnews/article/366/0001050175
"잘나가던 밸류업 우등생들, 정책이슈에 '주르륵'…외국인들 뿔날라",밸류업 우등생 금융·보험주들의 주가가 올들어 심상치 않다. 지난해 하반기 최악의 침체에도 정부 증시부양책 기업 밸류업 프로그램과 배당 .. 머니투데이 | 2025-01-30 06:00:00,머니투데이,2025-01-30 06:00:00,https://n.news.naver.com/mnews/article/008/0005146724
1월 ETF 키워드는 '트럼프'…2월 ETF 시장 대세는?[설 이후 증시]⑤,1월 국내 상장지수펀드(ETF) 시장의 키워드는 '트럼프'였다. 도널드 트럼프 2기 기대감에 미국 관련 상품이 순매수 상위권을 휩쓸었다.. 뉴스1 | 2025-01-30 06:00:00,뉴스1,2025-01-30 06:00:00,https://n.news.naver.com/mnews/article/421/0008046501
"""증시 방향성 결정"" 반등 이끌 주도주는?… 조선·방산 등 '주목'",설 연휴 후 올해 국내 증시의 본격적인 방향성이 결정될 예정이다. 시장에서는 증시 반등을 이끌 주도주의 역할이 가장 중요하다고 본다. .. 머니S | 2025-01-30 05:47:00,머니S,2025-01-30 05:47:00,https://n.news.naver.com/mnews/article/417/0001054737
"연휴 이후 증시는? 증권가 ""코스피 3000 기대… 2월 변동성은 주의""",올해 외국인 매수세로 상승세를 보이던 국내 증시가 설 연휴를 맞아 4일간 거래를 멈춘 가운데 증권가에선 코스피가 중장기적으로 상승할 것.. 머니S | 2025-01-30 05:39:00,머니S,2025-01-30 05:39:00,https://n.news.naver.com/mnews/article/417/0001054736
"뉴욕증시, 딥시크 여파 속 FOMC 결과·M7 실적 경계…혼조 출발",김 현 연합인포맥스 통신원 = 뉴욕증시는 연방준비제도(Fed·연준)의 올해 첫 통화정책 회의 결과와 대형 기술주들의 4분기 실적 발표를.. 연합뉴스 | 2025-01-30 00:54:24,연합뉴스,2025-01-30 00:54:24,https://n.news.naver.com/mnews/article/001/0015183406
